0.22322506,0.23608776,0.6427257,0.45928443,0.168745,0.16519149,0.13613901,0.13489183,0.12240627,0.098190399
0.27500708,0.30048172,0.9312622,0.695208,0.23539501,0.24199318,0.20442747,0.22033567,0.22708388,0.19709245
0.28284155,0.31119258,1.0119832,0.75741839,0.24653595,0.25526347,0.21549195,0.23478748,0.24499957,0.21282056
0.2102361,0.24983526,0.91578327,0.78252458,0.24959281,0.28253148,0.25243521,0.31066427,0.37824019,0.35875523
0.24763217,0.26968707,0.88581324,0.6511669,0.20426467,0.2073908,0.1713347,0.18043616,0.17801257,0.14641818
0.26126506,0.28702485,1.0040781,0.74064468,0.21992901,0.22525875,0.1857114,0.19826653,0.1986735,0.16339491
0.062497948,0.087566,0.31538678,0.36240207,0.13047677,0.16312026,0.15608873,0.21294828,0.29048558,0.29259499
0.26157614,0.2989523,0.96598283,0.82467078,0.27645416,0.30404163,0.26749748,0.31880348,0.37628955,0.34956759
0.25744672,0.29508037,0.94134658,0.81791159,0.2769648,0.30622237,0.27041955,0.32481519,0.38753854,0.36182945
0.2420474,0.26968058,0.89050958,0.72103278,0.22371792,0.23680453,0.19979149,0.22569342,0.2471826,0.21374095
0.25191086,0.28266996,0.95848864,0.78791855,0.23803756,0.25417584,0.21452744,0.24572142,0.27380626,0.23741696
0.26174486,0.30422971,0.9617411,0.88556521,0.29958059,0.33795576,0.30075078,0.37225658,0.46168473,0.43604955
0.060331523,0.080638053,0.14822079,0.23665323,0.12759486,0.15992449,0.15856814,0.21788348,0.30545384,0.31876103
0.23709916,0.26763255,0.833078,0.72706588,0.23723746,0.25794149,0.22171083,0.26165741,0.30565388,0.27382493
0.18183604,0.2152616,0.5473936,0.5732398,0.24138457,0.28114122,0.26181896,0.33662271,0.44059255,0.43859882
0.24403105,0.27976039,0.79470154,0.74624083,0.27146543,0.30402397,0.27030504,0.33269572,0.41263491,0.38959405
0.22078879,0.25689201,0.65909259,0.66442582,0.27180623,0.31180467,0.28593714,0.36245731,0.46778688,0.45919963
0.10333647,0.12559428,0.21894958,0.28629731,0.16713525,0.20127019,0.19769484,0.26253969,0.35912494,0.37654728
0.1974769,0.22260111,0.65599734,0.59449762,0.19652304,0.21424967,0.18195021,0.21706177,0.25824161,0.22730261
0.091667677,0.11171752,0.1510198,0.22536038,0.15740654,0.19126641,0.19159781,0.25680665,0.35664642,0.38163407
